T428387_12,4200
TS32260_17,14500
TS32641,14300
TS32306,14300
T429602,9380
TS32258,20610
T432251,23840
TS32253,20380
TS32721,26690
T431725,7770
T430658,15540
T432135,7540
TS32174,7540
T431738,11310
T429909,4540
T432217,19930
T432206,19930
T432198,16930
T432279,7080
TS32381,19780
TS32305,13470
TS32618,16400
TS32272,22560
TS32369,22330
TS32704,22330
T430585,24950
T430695,25260
T431713,10630
T432164,18950
TS32216,18950
TS32233,24960
TS32600,13020
T432181,34980
T429906,7090
TS32190,12870
TS32714,24430
T430587,5780
T430764,21580
TS32701,21580
TS32736,36070
TS32741,35920
TS32266,24360
T430627,20660
T430623,16190
T430895,18580
TS32599,9640
T430346,11260
T432189,29310
TS32737,32090
T430607,13580
T431722,12810
TS32649,20450
TS32388,20450
TS32203,12040
T430682,17520
TS32214,20300
TS32407,14820
T430710,26710
T432190,38910
T430568,15520
TS32417,25250
TS32261,20000
T430618,19770
T430596,9190
TS32277,30660
T430539,17300
TS32211,14290
T431873,9810
T432416,35610
TS32637,11820
TS32281,27580
T430551,16610
T430677,15530
T430646,24880
TS32677,29980
T432333,6800
TS32383,19320
T430536,18470
TS32278,27280
T432210,19400
T432215,19400
TS32312,13990
T430557,20560
TS32315,13920
TS32321,13920
TS32691,21270
T432203,18720
TS32392,18720
TS32206,13770
T432265,28550
T431305,18260
TS32629,15940
TS32696,23370
TS32749,33430
TS32576,8590
T430532,16950
TS32323,13390
TS32409,30650
TS32663,25620
T431914,26550
TS32563,8360
T430531,15250
T431867,18270
TS32265,23070
TS32384,20520
TS32263,22690
T430571,19980
TS32368,29970
T430676,17890
T430567,17970
T431871,10070
TS32324,17740
TS32271,24790
TS32716,27270
TS32202,15340
TS32318,15340
TS31973,15960
T432297,9530
T432231,22470
T429605,11700
TS32224,17590
T431739,11160
T431875,10620
TS32577,10310
T430699,16900
TS32289,5660
TS32656,24270
T432432,23960
T430542,24660
TS32311,14890
TS32735,33040
TS32193,12410
T430701,23270
TS32743,50970
T430544,20870
T431613,13190
TS32588,14510
TS32382,25840
TS32779,23590
T429917,5510
TS32235,32440
TS32414,30190
T432327,4890
TS32262,21190
TS32243,18940
TS32695,23210
T430548,12110
TS32410,43320
TS32246,16460
TS32622,16460
T432245,25160
TS32686,20890
T431452,7300
TS32268,22910
T431098,31220
T432331,5980
TS32209,16310
T430553,20660
TS32722,31690
T431868,8700
TS32260,22760
T431605,9710
TS32234,26960
T430575,24630
T430563,13600
T430547,19040
TS32274,26660
T429597,8550
T431451,6530
T432227,24410
T431874,10340
T432199,17960
TS32373,20060
TS32400,20060
T431698,7620
TS32707,26360
T432176,35770
TS32684,19830
TS32205,11510
TS32276,28080
T431719,10190
T430719,11280
TS32580,13460
TS32302,11360
TS32399,19530
T432163,17510
TS32616,17510
TS32693,25760
TS32301,11130
T430670,16270
T430688,20320
T431714,11290
TS32646,17130
TS32664,25230
T429603,10980
TS32624,15030
TS32326,14880
T430554,16050
TS32635,8960
TS32708,24780
TS32647,18780
TS32189,10910
T430528,13560
TS32620,16680
T430673,16680
T431869,9510
TS32269,22530
T432258,26430
T429600,9590
TS32676,30330
TS32667,38050
T430150,11150
T432256,41720
T431899,13180
TS32245,18330
TS32679,18330
TS32221,20280
T431729,7880
TS32675,29650
T429907,4760
T432146,12330
TS32584,12330
T430769,15140
T428197,20760
T431699,6790
TS32687,18030
T430686,20840
TS32208,16080
TS32661,29350
T431720,10460
T432228,25450
TS32210,17800
TS32228,17800
TS32601,12180
T430630,21790
T430559,23200
T430529,11410
T432302,11410
T431723,11410
T430706,22430
T429608,11880
TS32611,13600
TS32231,26420
T429611,7270
TS32648,17200
T431716,10320
TS32051,11650
TS32259,20720
TS32574,9930
T432218,20800
TS32680,24320
TS32742,35190
T431702,8290
TS32683,22370
TS32631,7980
TS32710,25740
T432212,20420
T430622,15100
TS32705,22220
T431737,9780
TS32367,20270
TS32630,30760
TS32706,25520
T431885,8690
TS32325,14720
T432288,9240
TS32734,30540
TS32192,11200
T430652,14570
T432191,31020
T430583,28670
T432185,23270
TS32712,21470
TS32726,28210
T432275,9090
T432230,21320
T430679,19440
T430525,11680
T431882,11680
T430693,19520
TS32412,31280
T432263,31360
TS32654,21090
T430605,14270
T432232,22740
T430654,14350
T430626,19370
TS32570,7530
TS32394,17570
TS32327,12550
TS32729,27610
T431911,13570
TS32395,19140
T432241,24240
TS32688,19220
T430668,17190
TS32724,27160
T431901,13580
T430527,11540
T431742,18370
TS32050,10520
T431704,8950
TS32727,28580
TS32391,27010
T432151,13820
T432305,15550
TS32376,21990
TS32379,28430
T430671,16180
T432213,20110
TS32188,10450
TS32643,19960
T431445,4480
T429138,8410
T431444,3930
TS32322,13520
TS32256,18160
T432171,26180
T431736,11400
TS32606,16590
T428935,21230
TS32178,8650
TS32319,13290
TS32337,26030
T430572,16830
T432162,18010
T432201,18090
TS32385,11720
T430581,21710
T430561,24700
TS32239,14790
T432270,5430
TS32685,22430
TS32585,14640
T430680,21570
TS32405,22280
TS32298,9920
TS32586,13070
T429921,6850
T430541,16300
TS32215,19060
TS32252,19060
TS32207,17410
TS32650,18910
TS32703,20330
T431708,9220
T431449,5280
T431733,20570
TS32657,23330
TS32254,18680
T430608,13400
TS32052,12770
T430556,17500
T429922,7410
T430648,13480
T432296,10170
TS32212,15610
T430538,15610
T432284,9620
T431880,9620
T432136,11040
T430720,11040
T430661,13250
T432196,16960
T431467,12070
T432180,24220
T430558,21460
T432304,13020
TS32165,7970
T432141,7970
TS32223,21230
T430678,18310
T431731,8130
T430657,16580
T430566,15870
T432323,3790
TS32589,15160
TS32608,13660
TS32593,17930
TS32242,17930
T431870,10980
TS32617,16510
TS32290,6320
TS32619,15010
TS32651,19200
T430526,17620
T432276,10430
T430569,20070
T431999,12880
T430637,17780
TS32591,16360
T431614,14780
T430665,14070
T430666,15810
T430601,8380
T430628,19610
TS32604,16210
TS32625,16210
T431881,9490
TS32621,14710
T432269,6090
T429767,10440
T430651,10440
TS32218,17400
T430603,9730
T431462,7990
TS32230,21520
T432291,9890
T431612,10840
TS32320,14480
TS32344,17330
TS32251,17330
T430667,15830
T432308,15040
T430629,21220
T432205,20510
T430691,19800
T431887,13150
TS32636,14180
TS32294,10140
T430689,20280
T432293,11250
TS32396,19650
T432306,11650
T430633,19420
TS32642,14110
T429918,6580
T429581,8800
T430598,9990
T430662,13320
T431728,7850
T432211,19270
TS32393,19270
TS32303,12530
T431463,6900
TS32562,7220
T432283,12300
TS32204,9840
T432150,12460
TS32240,16350
T430540,17390
TS32226,17470
TS32201,12310
TS32380,12310
T430146,16520
T429599,10250
T429606,12080
TS32573,8190
T430760,15030
T430573,15430
TS32569,6920
T431998,8670
T431619,12730
TS32572,9390
TS32236,15520
T431717,11780
T432202,17990
T430674,14810
TS32614,15450
T430550,16010
TS32217,16570
T431607,7170
T432287,14500
T432153,12830
T429601,9570
TS32565,6540
TS32561,6540
T431448,4870
T432281,9820
TS32213,14620
T430591,7590
T431461,8390
TS32054,9910
TS32199,11030
TS32194,13270
T430672,14470
T432366,7440
TS32298_17,8000
TS32238,10880
T429596,9120
T429598,8970
T430565,12980
TS32640,12820
TS32558,6090
TS32309,10580
TS32182,10500
TS32191,11550
TS32196,7060
TS32587,13640
T430653,13080
T431457,5940
TS32179,11400
T431615,8110
TS32110,13410
T431746,10680
TS32583,12370
TS32181,12370
T429903,4740
T432000,14060
TS32571,11250
T432280,8920
T431730,8920
TS32197,7810
TS32285,5560
T429610,10720
T429925,9110
T429584,9040
T429911,5410
T430549,9450
T430592,10340
TS32296,10340
T431732,9710
T432294,10930
TS32633,9150
T431726,7290
TS32184,10860
TS32316,10860
T430530,11190
T431458,7950
T431705,9170
T432334,5520
TS32582,11610
TS32175,8770
T429919,7390
TS32286,6010
T429914,5930
T431466,11050
T430151,11050
T431618,11460
TS32200,10410
T429607,10900
T432289,7810
T431727,7810
T429604,9850
T430535,8630
TS32342,8470
T432274,8230
T429904,4810
T431703,8480
T429924,7910
T431879,8890
T430593,8170
T431468,9970
TS32567,7200
TS32187,8840
TS32293,7940
T430600,9250
T429927,8350
TS32578,9510
T432142,8460
TS32284,5180
T429915,5180
T431453,5510
T432319,3620
TS32632,8980
T429582,6180
T430537,8740
T432317,3630
T431464,7930
T432277,7520
T430340,8100
T431710,8600
T429908,4800
T432320,3890
T429923,6630
T429913,5140
TS32172,6220
T431459,5230
TS32198,7560
TS32295,8230
T432268,4830
TS32378,8000
TS32634,8000
TS32171,5920
T429905,5170
TS32177,7180
TS32173,5770
TS32556,5690
TS32568,6360
TS32195,7030
T429579,6700
T430589,5950
T430594,6960
T431456,4950
T431442,4280
T429910,4870
T431446,4680
T432329,4010
T431443,4400
T431450,4400
T429916,5450
TS32287,5380
T429912,5120
T431447,4520
T432326,4380
T432316,3450
T432315,3450
T432322,4250
T432318,3310
T432314,3290
T430569_17,17200
